result,name,class,ref_rg,sim_rg_mean,sim_rg_std,n_residues
MOFF2,AF-Q12904-F1-model_v4,mdp_test,2.9955283119069214,4.606952986754431,0.18329897247092486,312
MOFF2,AF-A0A1B0GTU2-F1-model_v4,mdp_test,2.7226585770137337,1.8782849549804022,0.007862137021446336,59
MOFF2,AF-Q14206-F1-model_v4,mdp_test,3.0835951007406273,2.590559440867979,0.04599234021747978,197
MOFF2,AF-Q8NHP7-F1-model_v4,mdp_test,3.5242703594460782,4.5216253711266345,0.32188834214302275,514
MOFF2,AF-L0R819-F1-model_v4,mdp_test,2.3184679237817263,1.9888221043740326,0.002619454854790426,96
MOFF2,AF-P02511-F1-model_v4,mdp_test,2.3778665573186366,2.611710546542274,0.13945303311715307,175
MOFF2,AF-Q9BXW4-F1-model_v4,mdp_test,2.0239014996295173,2.0221879080510456,0.024834913001647196,147
MOFF2,AF-Q9NZ72-F1-model_v4,mdp_test,6.604653037249322,4.740503849710045,0.059226765888723776,180
MOFF2,AF-P25942-F1-model_v4,mdp_test,5.082550855777592,2.713288304178521,0.036636581674516444,277
MOFF2,AF-H3BU77-F1-model_v4,mdp_test,3.378810774599912,2.123653127549282,0.02278539025044113,68
MOFF2,AF-Q96FX2-F1-model_v4,mdp_test,1.302121319224482,1.5893237677233545,0.0037010258320765432,82
MOFF2,AF-Q7L513-F1-model_v4,mdp_test,3.769399293390817,2.547093073756741,0.06288123963262437,359
MOFF2,AF-Q8N2F6-F1-model_v4,mdp_test,2.6222614315375647,2.773130977049157,0.1566324832585766,343
MOFF2,AF-Q12962-F1-model_v4,mdp_test,3.7125793973334655,3.7416645779469198,0.06552684084308558,218
MOFF2,AF-H0UI37-F1-model_v4,mdp_test,1.9464553989326219,1.8039487150489928,0.015022671944593502,97
MOFF2,AF-P23560-F1-model_v4,mdp_test,2.544056530487928,2.483982113759515,0.054349773774868604,247
MOFF2,AF-Q5M8T2-F1-model_v4,mdp_test,3.0097283024245436,2.37194045285968,0.007443927137058104,416
MOFF2,AF-P98170-F1-model_v4,mdp_test,3.1279653669974943,2.9746255880795847,0.0038867652077974046,497
MOFF2,AF-Q9GZM5-F1-model_v4,mdp_test,2.9797917517535613,2.7216818314936617,0.06892306198077347,350
MOFF2,AF-A0A286YFK9-F1-model_v4,mdp_test,2.334628200832208,1.738199864516002,0.012315206679047175,51
MOFF2,AF-Q99928-F1-model_v4,mdp_test,4.479841753388259,2.3790387317869,0.018016579577749603,467
MOFF2,AF-Q9Y676-F1-model_v4,mdp_test,3.7245474218894916,2.8245947684495922,0.0006168364918865965,258
MOFF2,AF-Q86X02-F1-model_v4,mdp_test,5.545445006096757,5.1348414815610655,0.16949968051889064,465
MOFF2,AF-Q02575-F1-model_v4,mdp_test,3.051917001435811,2.689117320183179,0.0015866072578172297,133
MOFF2,AF-Q07654-F1-model_v4,mdp_test,2.798373311843913,1.5613804018805826,0.030446151723983794,94
